-2.497372031211853027e-02,9.039309620857238770e-02,2.800083905458450317e-02
3.363463911227881908e-04,9.451334178447723389e-02,3.977296128869056702e-02
-2.564641460776329041e-02,8.618877083063125610e-02,5.684253945946693420e-02
-3.952070325613021851e-02,7.778010517358779907e-02,3.363464027643203735e-02
-5.003153160214424133e-02,6.592389941215515137e-02,3.304603323340415955e-02
-4.414546489715576172e-02,6.970779597759246826e-02,6.020600721240043640e-02
-2.640319243073463440e-02,7.340760529041290283e-02,8.156400918960571289e-02
3.363463911227881908e-04,7.450073212385177612e-02,9.022492170333862305e-02
-2.682362683117389679e-02,5.221778154373168945e-02,9.955853968858718872e-02
-4.742484539747238159e-02,5.112465471029281616e-02,8.089131116867065430e-02
-5.768340826034545898e-02,4.994744062423706055e-02,5.507672205567359924e-02
-5.970149114727973938e-02,4.919066280126571655e-02,2.732814475893974304e-02
-6.869874894618988037e-02,2.774857915937900543e-02,-1.143577788025140762e-02
-6.794197112321853638e-02,2.774857915937900543e-02,1.631280221045017242e-02
-6.634432822465896606e-02,2.774857915937900543e-02,4.397729039192199707e-02
-6.197182834148406982e-02,2.774857915937900543e-02,7.138952612876892090e-02
-4.902248829603195190e-02,2.774857915937900543e-02,9.585873037576675415e-02
-2.682362683117389679e-02,2.774857915937900543e-02,1.125919595360755920e-01
2.522598078940063715e-04,2.774857915937900543e-02,1.198234111070632935e-01
-2.732814475893974304e-02,9.249526192434132099e-04,1.198234111070632935e-01
-5.011561512947082520e-02,1.177212456241250038e-03,1.040151268243789673e-01
-6.449442356824874878e-02,1.513558789156377316e-03,8.021862059831619263e-02
-6.953962147235870361e-02,1.597645459696650505e-03,5.297455936670303345e-02
-6.962370872497558594e-02,1.429472235031425953e-03,2.522598020732402802e-02
-7.231447845697402954e-02,0.000000000000000000e+00,0.000000000000000000e+00
-6.466259807348251343e-02,6.726928520947694778e-03,-2.917804941534996033e-02
-6.340130418539047241e-02,-2.522598020732402802e-02,-6.390581838786602020e-03
-6.617615371942520142e-02,-2.589867264032363892e-02,2.135799638926982880e-02
-6.768971681594848633e-02,-2.581458725035190582e-02,4.910657554864883423e-02
-6.348538398742675781e-02,-2.598275989294052124e-02,7.660289853811264038e-02
-4.986335709691047668e-02,-2.631910704076290131e-02,1.007357537746429443e-01
-2.732814475893974304e-02,-2.665545418858528137e-02,1.169644668698310852e-01
2.488963492214679718e-02,9.014083445072174072e-02,2.766449376940727234e-02
3.363463911227881908e-04,8.988858014345169067e-02,6.718519330024719238e-02
2.589867264032363892e-02,8.610467612743377686e-02,5.684253945946693420e-02
3.985705226659774780e-02,7.769601792097091675e-02,3.363464027643203735e-02
5.028378590941429138e-02,6.583981215953826904e-02,3.304603323340415955e-02
4.448181390762329102e-02,6.962370872497558594e-02,6.020600721240043640e-02
2.665545418858528137e-02,7.340760529041290283e-02,8.156400918960571289e-02
2.522598078940063715e-04,5.213369429111480713e-02,1.066218167543411255e-01
2.715997211635112762e-02,5.221778154373168945e-02,9.955853968858718872e-02
4.776119068264961243e-02,5.112465471029281616e-02,8.089131116867065430e-02
5.793566629290580750e-02,4.986335709691047668e-02,5.507672205567359924e-02
5.995374917984008789e-02,4.910657554864883423e-02,2.732814475893974304e-02
6.895101815462112427e-02,2.766449376940727234e-02,-1.143577788025140762e-02
6.819423288106918335e-02,2.766449376940727234e-02,1.631280221045017242e-02
6.659658998250961304e-02,2.766449376940727234e-02,4.397729039192199707e-02
6.222408637404441833e-02,2.766449376940727234e-02,7.138952612876892090e-02
4.919066280126571655e-02,2.766449376940727234e-02,9.585873037576675415e-02
2.707588672637939453e-02,2.774857915937900543e-02,1.125919595360755920e-01
2.522598078940063715e-04,5.045196157880127430e-04,1.252049505710601807e-01
2.749631740152835846e-02,9.249526192434132099e-04,1.198234111070632935e-01
5.036787688732147217e-02,1.177212456241250038e-03,1.040151268243789673e-01
6.466259807348251343e-02,1.429472235031425953e-03,8.021862059831619263e-02
6.970779597759246826e-02,1.513558789156377316e-03,5.297455936670303345e-02
6.987596303224563599e-02,1.345385564491152763e-03,2.522598020732402802e-02
7.206221669912338257e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.483077257871627808e-02,6.642841268330812454e-03,-2.917804941534996033e-02
6.356947124004364014e-02,-2.522598020732402802e-02,-6.390581838786602020e-03
6.634432822465896606e-02,-2.598275989294052124e-02,2.135799638926982880e-02
6.785789132118225098e-02,-2.589867264032363892e-02,4.910657554864883423e-02
6.365355849266052246e-02,-2.606684714555740356e-02,7.660289853811264038e-02
5.003153160214424133e-02,-2.640319243073463440e-02,1.007357537746429443e-01
2.749631740152835846e-02,-2.673954144120216370e-02,1.169644668698310852e-01
-5.289047211408615112e-02,-4.338868707418441772e-02,-2.497372031211853027e-02
-5.642211437225341797e-02,-4.439772665500640869e-02,2.690771128982305527e-03
-6.062643975019454956e-02,-4.523859545588493347e-02,3.027117624878883362e-02
-5.919696763157844543e-02,-4.641580581665039062e-02,5.801975354552268982e-02
-4.834979772567749023e-02,-4.818162322044372559e-02,8.358208090066909790e-02
-2.715997211635112762e-02,-4.986335709691047668e-02,1.016606986522674561e-01
2.522598078940063715e-04,-2.707588672637939453e-02,1.224301010370254517e-01
2.522598078940063715e-04,-5.062013491988182068e-02,1.077149286866188049e-01
2.732814475893974304e-02,-4.986335709691047668e-02,1.016606986522674561e-01
4.843388125300407410e-02,-4.826571047306060791e-02,8.358208090066909790e-02
5.936514586210250854e-02,-4.649989306926727295e-02,5.801975354552268982e-02
6.079461425542831421e-02,-4.532267898321151733e-02,3.027117624878883362e-02
5.659028142690658569e-02,-4.448181390762329102e-02,2.690771128982305527e-03
5.297455936670303345e-02,-4.347277432680130005e-02,-2.497372031211853027e-02
4.683623835444450378e-02,-6.079461425542831421e-02,5.886062234640121460e-02
2.715997211635112762e-02,-6.483077257871627808e-02,7.828462123870849609e-02
2.522598078940063715e-04,-6.634432822465896606e-02,8.484338223934173584e-02
-2.707588672637939453e-02,-6.483077257871627808e-02,7.828462123870849609e-02
-4.666806384921073914e-02,-6.079461425542831421e-02,5.886062234640121460e-02
-4.179104045033454895e-02,-6.222408637404441833e-02,3.615724155679345131e-03
-4.473407194018363953e-02,-6.550346314907073975e-02,3.136430308222770691e-02
-2.690771408379077911e-02,-7.298716902732849121e-02,5.171326175332069397e-02
2.522598078940063715e-04,-7.542568445205688477e-02,5.869244784116744995e-02
2.699179947376251221e-02,-7.298716902732849121e-02,5.171326175332069397e-02
4.490224644541740417e-02,-6.558755040168762207e-02,3.136430308222770691e-02
4.187512770295143127e-02,-6.230817362666130066e-02,3.615724155679345131e-03
2.648727968335151672e-02,-6.878284364938735962e-02,-3.027117578312754631e-03
2.673954144120216370e-02,-7.492116838693618774e-02,2.404876798391342163e-02
2.522598078940063715e-04,-7.929366827011108398e-02,3.119612857699394226e-02
-2.665545418858528137e-02,-7.492116838693618774e-02,2.404876798391342163e-02
-2.631910704076290131e-02,-6.869874894618988037e-02,-3.027117578312754631e-03
2.522598078940063715e-04,-7.517342269420623779e-02,3.699810476973652840e-03
